tweet_id,timestamp,username,text,likes,retweets,comments,tweet_url
2037865344535298521,Sat Mar 28 12:12:14 +0000 2026,xx_cecillia,"@Makaryo0 Dibelakang rumah ku juga dibuat KOPERASI MERAH PUTIH
Padahal lokasinya ditengah"" sawah anjerrrr
Bukan jalan besar juga astaga, jalan sempit buat orang ke SAWAH
jalan nya juga SATU ARAH anjerrrrrrrrr https://t.co/jlNczwCTiU",0,0,0,https://x.com/xx_cecillia/status/2037865344535298521
2037855595924189229,Sat Mar 28 11:33:30 +0000 2026,Korem072Pmk,"Dandim 0730/Gunungkidul, Koperasi Desa Merah Putih Pilar Utama Ekonomi Lokal https://t.co/1EvSjZnd21",0,0,0,https://x.com/Korem072Pmk/status/2037855595924189229
2037852192217206857,Sat Mar 28 11:19:58 +0000 2026,TukangTxt,"@tempodotco drpd pinjol
kita dukung koperasi merah putih
kita bisa pinjam disana
bunga 6% ...
gk ada yg nerror
no hp aman
😆",0,0,0,https://x.com/TukangTxt/status/2037852192217206857
2038338239950708939,Sun Mar 29 19:31:21 +0000 2026,listyantidewi,"Aku punya kenalan tukang bangunan yg setelah dia punya koneksi kuat dengan TNI, dia jadi jauh lebih sukses sampai dikontrak bikin bangunan kopdes merah-putih.",0,0,0,https://x.com/listyantidewi/status/2038338239950708939
2038276601151144046,Sun Mar 29 15:26:25 +0000 2026,MuhamadSubki15,"Gk sabar pengen cepet hari Senin. 
Karena hari Senin ada MBG lagi. 
Karena MBG Untuk Semua
Meskipun tidak mungkin MBG ada di Bigo Live
Tetapi MBG isi pempek mungkin saja terjadi
Gapapa pempek asal dibikin nya hari Minggu 
Untuk dibagikan dihari senin
Tetapi dibutuhkan gigi yang kuat untuk memakan pempek 
Apapun itu MBG untuk semua
Termasuk untuk pengangguran MBG menambah lapangan pekerjaan.
Hidup Prabowo 
Hidup Jokowi 
Soliddd solidddd
Bismillah komisaris koperasi merah putih",0,0,0,https://x.com/MuhamadSubki15/status/2038276601151144046
2038269030776369275,Sun Mar 29 14:56:20 +0000 2026,tir_mcdohll,@gimbot75 Buat apa ya kendaraan segitu banyak?. Sejauh ini gw blm liat koperasi merah putih ada yg udah buka,0,0,0,https://x.com/tir_mcdohll/status/2038269030776369275
2038262376328511521,Sun Mar 29 14:29:54 +0000 2026,rafiiii_10,"@rudalmudrik @insidefolkative kalau ada berita positif/good news langsung dicounter pakai komentar tentang buzzer lah, mbg lah, koperasi merah putih lah, dll. pokoknya yg ga ada sangkut pautnya dengan topik yg dibahas",0,0,0,https://x.com/rafiiii_10/status/2038262376328511521
2038260026545242402,Sun Mar 29 14:20:34 +0000 2026,Ikarp__,"@MiskinTV_ Yang aneh tuh banyak p3k mau dirumahkan, tapi ngangkat sppi jadi p3k dan mau nambah untuk koperasi merah putih 🤣🤣🤣",0,0,0,https://x.com/Ikarp__/status/2038260026545242402
2038259620213567717,Sun Mar 29 14:18:57 +0000 2026,Hyuga_2018,"@alvinlie21 mobil sebanyak itu cuma bakal jadi beban negara. koperasi merah putih ini salah satu proyek yang gak jelas hasilnya. pembangunan terburu-buru dan pengadaan mobil untuk koperasi ini juga sangat buru-buru, seolah ada yang ingin bermain dalam proyek pengadaan ini",0,0,0,https://x.com/Hyuga_2018/status/2038259620213567717
2038238960355529206,Sun Mar 29 12:56:51 +0000 2026,WahyuPP0210,"@RecehinAjaid Tukang parkir, karyawan mbg, karyawan koperasi merah putih",0,0,0,https://x.com/WahyuPP0210/status/2038238960355529206
2038235339828203718,Sun Mar 29 12:42:28 +0000 2026,CatalystStrike,"@nihao_raawr MBG = Buang buang anggaran &amp; bikin siswa dan guru keracunan
Politik = Malah gabung Board of Piss 
Food Estate = Scam, tanam apa yang tumbuh beda lagi
Koperasi Merah Putih = Proyek Goib
Beli pickup India buat dapur MBG = Buang buang duit doang anying",0,0,0,https://x.com/CatalystStrike/status/2038235339828203718
2038214884777979922,Sun Mar 29 11:21:11 +0000 2026,snowaylife,Bagaimana kabarnya koperasi merah putih?? Denger denger banyak desa yang puyeng gara gara anggaran dana desa nya sebagian dialihkan untuk modal KDMP 😁,17,8,1,https://x.com/snowaylife/status/2038214884777979922
2038210247387734144,Sun Mar 29 11:02:45 +0000 2026,irfanwahidi06,"@Kosimatkasah Nah kalau ini presiden @prabowo tidak bohong dan keputusannya benar ini fakta foto lumbung pangan di Merauke. Yg blunder adalah, MBG, Koperasi Merah Putih , BOP dan kabinet 100 Menteri,, https://t.co/L9RY3iPQw5",0,0,0,https://x.com/irfanwahidi06/status/2038210247387734144
2038205892823498824,Sun Mar 29 10:45:27 +0000 2026,PakKarti,"Koperasi Desa Merah Putih (KDMP) belum juga berdiri sudah mau nggusur Alfa mart dan Indomaret.

Ayo pren bisa nambahin !",0,0,0,https://x.com/PakKarti/status/2038205892823498824
2038194818711740908,Sun Mar 29 10:01:27 +0000 2026,Rahadi0816,"@doelpaten Program MBG, FOOD ESTATE, dan KOPERASI MERAH PUTIH adalah program terpadu dengan pelopor inti TNI dan Polri",0,0,0,https://x.com/Rahadi0816/status/2038194818711740908
